Time;SpeedKmHr;Wind;Wind_Speed;Engine1_engine_speed;Engine1_lube_oil_pressure;Engine1_coolant_temperature;Engine1_boost_pressure;Engine1_engine_load;Engine1_exhaust_temperature1;Engine1_exhaust_temperature2;Engine1_fuel_consumption;Engine1_lube_oil_temperature;Engine2_engine_speed;Engine2_lube_oil_pressure;Engine2_coolant_temperature;Engine2_boost_pressure;Engine2_engine_load;Engine2_exhaust_temperature1;Engine2_exhaust_temperature2;Engine2_fuel_consumption;Engine2_lube_oil_temperature;Engine3_engine_speed;Engine3_lube_oil_pressure;Engine3_coolant_temperature;Engine3_boost_pressure;Engine3_engine_load;Engine3_exhaust_temperature1;Engine3_exhaust_temperature2;Engine3_fuel_consumption;Engine3_lube_oil_temperature;Maneuver_Transit_mode;Maneuver_Transit_state;Engine_state;State;Clock
10/03/2023 07:32:23;0.0;0.987689640702206;2.2;17.25;0.0;7.0;0.004;0.0;24.54;22.94;3.3;0.0;1802.0;4.7;79.0;0.288;57.4;200.38;190.98;20.640000000000004;86.4;0.0;0.0;0.0;0.0;0.0;32.760000000000005;32.02;0.0;0.0;5.0;30;3;33;0.0
10/03/2023 07:32:33;0.0;0.3421185458312898;1.4200000000000002;1537.2;4.16;40.2;0.156;33.3;59.14000000000001;57.75;17.05;37.16;1802.6;4.7;79.0;0.292;60.0;200.62;191.35;20.425;86.4;0.0;0.0;0.0;0.0;0.0;32.775;32.03333333333333;0.0;0.0;5.0;30;3;33;10.0
10/03/2023 07:32:43;0.0;0.3693142793078017;2.833333333333333;1807.0;5.2;44.8;0.296;43.14;114.54;102.06666666666666;19.133333333333333;32.879999999999995;1806.2;4.7;79.0;0.24;33.98;197.82;189.3166666666667;15.24;86.4;0.0;0.02;0.0;0.0;0.0;32.78333333333333;32.0;0.0;0.0;5.0;30;3;33;20.0
01/03/2023 07:30:04;0.08;0.9895576784402887;0.475;1210.8;2.675;27.6;0.1;15.62;42.540000000000006;38.48;8.7;27.18;1801.2;4.6;80.0;0.24;44.3;217.34;211.1;17.32;87.32;0.0;0.0;0.0;0.0;0.0;24.2;23.28;0.0;0.0;5.0;30;3;33;0.0
01/03/2023 07:30:14;0.08;0.7163628344021677;0.5666666666666668;1804.8;5.3;39.0;0.248;24.82;91.44;83.52;15.54;32.379999999999995;1803.2;4.65;80.0;0.216;37.84;216.2;210.34;14.9;87.2;0.0;0.0;0.0;0.0;0.0;24.18;23.26;0.0;0.0;5.0;30;3;33;10.0
01/03/2023 07:30:24;0.04;0.995272709332542;0.5333333333333333;1805.8;5.3;40.6;0.2533333333333333;22.2;124.04;110.66;14.775;33.5;1806.0;4.7;80.0;0.1966666666666666;35.3;207.72;201.8;14.44;87.2;0.0;0.0;0.0;0.0;0.0;24.2;23.28;0.0;0.0;5.0;30;3;33;20.0
01/03/2023 07:30:34;0.09;0.9255593847670316;0.3;1806.0;5.3;41.6;0.256;20.683333333333334;140.8;123.14;14.46;35.78;1805.8;4.7;80.0;0.204;33.78333333333333;203.28000000000003;197.58;14.38;87.2;0.0;0.0;0.0;0.0;0.0;24.16;23.24;0.0;0.0;5.0;30;3;33;30.0
01/03/2023 07:30:44;0.0799999999999999;0.945896751215287;0.2;1806.0;5.3;42.4;0.26;21.225;150.975;131.66;14.4;37.8;1806.0;4.7;80.0;0.195;31.050000000000004;200.32;194.96;14.18;87.2;0.0;0.0;0.0;0.0;0.0;24.1;23.28;0.0;0.0;5.0;30;3;33;40.0
01/03/2023 07:30:54;0.14;0.5183859687801812;0.2333333333333333;1806.2;5.3;43.4;0.264;18.3;156.78;137.62;14.32;39.9;1806.0;4.68;80.0;0.192;30.06;197.8;193.06;13.860000000000005;87.16000000000001;0.0;0.0;0.0;0.0;0.0;24.16;23.28;0.0;0.0;5.0;30;3;33;50.0
01/03/2023 07:31:04;0.1;-0.7469090310966563;0.2;1806.0;5.3;44.25;0.268;19.6;161.8;142.14;14.1;41.54;1806.0;4.675;79.0;0.196;31.38000000000001;195.94;191.6;13.94;87.0;0.0;0.0;0.0;0.0;0.0;24.12;23.22;0.0;0.0;5.0;30;3;33;60.0
01/03/2023 07:31:14;0.08;0.7547477469126852;0.3333333333333333;1806.0;5.3;45.2;0.2666666666666666;18.516666666666666;165.76666666666668;146.07999999999998;13.966666666666669;42.98;1806.0;4.7;79.0;0.1933333333333333;29.40000000000001;194.38333333333333;190.3166666666667;13.925;87.0;0.0;0.0;0.0;0.0;0.0;24.15;23.266666666666666;0.0;0.0;5.0;30;3;33;70.0
01/03/2023 07:31:24;0.05;-0.7163181815520505;0.4333333333333333;1805.8;5.3;46.4;0.268;23.5;168.36;148.05;13.825;44.32;1806.0;4.7;79.0;0.192;31.38000000000001;192.925;189.325;13.72;86.96;0.0;0.0;0.0;0.0;0.0;24.1;23.2;0.0;0.0;5.0;30;3;33;80.0
01/03/2023 07:31:34;0.05;0.8363499470007071;0.35;1805.8;5.3;47.4;0.272;24.8;170.3;150.22000000000003;13.56;45.8;1805.8;4.7;79.0;0.196;32.7;191.4;188.34;13.74;86.9;0.0;0.0;0.0;0.0;0.0;24.14;23.22;0.0;0.0;5.0;30;3;33;90.0
